day,Ts_Valor
08-09-2019,3.0541666666666667
08-10-2019,6.445833333333333
08-11-2019,8.491666666666667
08-12-2019,6.291666666666667
08-13-2019,3.4625
08-14-2019,3.8260869565217392
08-15-2019,6.1625000000000005
08-16-2019,9.6
08-17-2019,9.704545454545455
08-18-2019,8.45
08-19-2019,6.666666666666668
08-20-2019,6.687499999999999
08-21-2019,10.825000000000001
08-22-2019,7.2749999999999995
08-23-2019,9.066666666666666
08-24-2019,11.129166666666668
08-25-2019,8.220833333333333
08-26-2019,11.449999999999998
08-27-2019,6.630434782608695
08-28-2019,10.469565217391306
08-29-2019,8.127272727272727
08-30-2019,8.566666666666665
08-31-2019,6.233333333333333
09-01-2019,5.016666666666667
09-02-2019,7.017391304347826
09-03-2019,4.6208333333333345
09-04-2019,4.1625
09-05-2019,5.3625
09-06-2019,7.782608695652175
09-07-2019,9.020833333333332
09-08-2019,7.945833333333334
09-09-2019,9.173913043478262
09-10-2019,9.0375
09-11-2019,4.7958333333333325
09-12-2019,9.425
09-13-2019,9.65
09-14-2019,9.354166666666666
09-15-2019,8.100000000000001
09-16-2019,5.608333333333333
09-17-2019,7.970833333333335
09-18-2019,8.829166666666667
09-19-2019,4.7124999999999995
09-20-2019,5.241666666666667
09-21-2019,8.804166666666665
09-22-2019,6.641666666666666
09-23-2019,8.1875
09-24-2019,13.35416666666667
09-25-2019,14.829166666666667
09-26-2019,12.35
09-27-2019,11.725
09-28-2019,11.804166666666665
09-29-2019,10.295833333333333
09-30-2019,7.749999999999999
10-01-2019,7.079166666666667
10-02-2019,4.9125
10-03-2019,6.925000000000001
10-04-2019,8.0875
10-05-2019,7.827777777777778
10-06-2019,10.745833333333332
10-07-2019,10.313043478260871
10-08-2019,7.537499999999999
10-09-2019,10.275
10-10-2019,11.470833333333331
10-11-2019,9.816666666666666
10-12-2019,12.112500000000002
10-13-2019,10.104166666666666
10-14-2019,10.845833333333331
10-15-2019,11.887500000000003
10-16-2019,9.220833333333335
10-17-2019,10.4125
10-18-2019,11.358333333333333
10-19-2019,10.970833333333333
10-20-2019,12.395833333333334
10-21-2019,10.358333333333333
10-22-2019,9.783333333333333
10-23-2019,9.029166666666667
10-24-2019,7.666666666666668
10-25-2019,12.275
10-26-2019,12.895833333333336
10-27-2019,8.975000000000001
10-28-2019,10.691666666666668
10-29-2019,11.549999999999999
10-30-2019,4.126666666666666
10-31-2019,
11-01-2019,
11-02-2019,
11-03-2019,
11-04-2019,
11-05-2019,16.180000000000003
11-06-2019,9.579166666666667
11-07-2019,13.795833333333333
11-08-2019,13.554166666666665
11-09-2019,19.753846153846155
11-10-2019,16.933333333333334
11-11-2019,16.891666666666666
11-12-2019,13.712499999999999
11-13-2019,12.762499999999998
11-14-2019,12.358333333333333
11-15-2019,15.633333333333335
11-16-2019,11.937499999999998
11-17-2019,15.183333333333335
11-18-2019,13.775000000000004
11-19-2019,11.979166666666664
11-20-2019,12.220833333333337
11-21-2019,12.3125
11-22-2019,13.245833333333335
11-23-2019,15.379166666666663
11-24-2019,14.999999999999998
11-25-2019,10.870833333333332
11-26-2019,9.708333333333334
11-27-2019,11.962499999999999
11-28-2019,12.112500000000002
11-29-2019,13.544444444444444
11-30-2019,13.712499999999999
12-01-2019,14.09166666666667
12-02-2019,15.095833333333331
12-03-2019,14.3125
12-04-2019,14.70833333333333
12-05-2019,16.216666666666672
12-06-2019,16.216666666666665
12-07-2019,16.1875
12-08-2019,15.487499999999999
12-09-2019,14.604166666666664
12-10-2019,12.804166666666667
12-11-2019,13.920833333333334
12-12-2019,10.987500000000002
12-13-2019,14.712499999999999
12-14-2019,13.659999999999997
12-15-2019,12.258333333333333
12-16-2019,14.566666666666668
12-17-2019,13.899999999999999
12-18-2019,15.604166666666666
12-19-2019,12.454166666666671
12-20-2019,12.741666666666665
12-21-2019,14.391666666666666
12-22-2019,15.416666666666666
12-23-2019,17.10416666666667
12-24-2019,15.116666666666662
12-25-2019,11.608333333333334
12-26-2019,13.504166666666668
12-27-2019,12.495833333333332
12-28-2019,17.108333333333334
12-29-2019,15.200000000000003
12-30-2019,15.583333333333336
12-31-2019,17.558333333333334
